review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
I000132,2024-07-01,Habib,GOOD,good,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Sport Grey - L,Tidak ada gambar,I000132.jpg,5,Positive,1.0
A000404,2024-01-01,Baby,Jabitan rapih. Bahan bagus. Beneran 30’s. Pengiriman cepat. Seller rekomen nih. Thanks,jabitan rapih bahan bagus beneran kirim cepat seller rekomen nih thanks,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/8/30/901d97f2-25f9-4c61-9f7c-f6483d3b3dd3.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/8/30/abdb9ae1-ce7a-434c-b783-a1480789f78a.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/8/30/174fc74f-0467-4aae-898d-aae337443df2.jpg.webp?ect=4g",A000404.jpg,5,Positive,1.0
AE000304,2024-01-01,Wahid,"mantap gan, sepatu nyaman dipakai.... thanks",mantap gan sepatu nyaman pakai thanks,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AE000304.jpg,5,Positive,1.0
E000079,2025-01-01,B***a,Ini baju gk sesuai gambar lengannya bkn panjang tp selengangan saja bahan tipis,baju sesuai gambar lengan bkn lengang bahan tipis,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Charcol,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/9ec14cc20f6d43db99ca8b3d5c68327f.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/0e6069f3b26b4b0ab8a7650f03157d31.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/235fa59ed4444724881307fede54c1ef.webp?ect=4g",E000079.jpg,1,Negative,0.0
L000439,2024-01-01,Husein,Oke,oke,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 28,Tidak ada gambar,L000439.jpg,5,Positive,1.0
AF000264,2024-01-01,Agung,gak pernah gagal deh produk-produk aerostreet,gak gagal deh produkproduk aerostreet,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AF000264.jpg,5,Positive,1.0
AT000031,2025-02-22,A***h,Barang yg sdh di tunggu 1 bln ya.yg datang kayak gini.tolong ya kok bsa ukuran nya beda2 kayak gni sih.bahan lumayan ya.,barang sdh tunggu bln yayg kayak ginitolong bsa ukur nya beda kayak gni sihbahan lumayan,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: TR Hitam,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bde8c20261a94ae4ad2bb17da1420161.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/de3b545bceaa49bc97218ffd180082bb.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/40e681b9302f4c34ac598ae5a1001e0f.webp?ect=4g",AT000031.jpg,2,Negative,0.0
N000108,2025-03-13,R***i,"Kegedean sih untuk BB42,gpp bisa aku kecilin",gede sih bbgpp kecilin,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Milo - All Size,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,N000108.jpg,5,Positive,1.0
E000031,2024-01-01,W***n,Barangnya nyasar,barang nyasar,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000031.jpg,1,Negative,0.0
X000181,2024-05-01,M***a,"Mantapp barang nya, kereennn parahh berkulaitas
Semoga lancar rezekinya",mantapp barang nya kereennn parahh berkulaitas moga lancar rezeki,House of Smith Harrington Jacket Hangor Navy #4 - Jaket Harrington Pria,Varian: S,Tidak ada gambar,X000181.jpg,5,Positive,1.0
AA000073,2025-02-01,t***q,"Pembelian ke 2, tp ukuran nya berbeda",beli ukur nya beda,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AA000073.jpg,4,Positive,1.0
AS000076,2024-01-01,*****,Beli warna apaa dtg warna apa ganyambung,beli warna apaa dtg warna ganyambung,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: PUTIH,Tidak ada gambar,AS000076.jpg,2,Negative,0.0
J000023,2024-01-01,Toko,Kebesaren,kebesaren,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Sport Grey - XL,Tidak ada gambar,J000023.jpg,2,Negative,0.0
L000009,2024-01-01,A***s,"dan ternyata, yg datang celana jeans pensil!",celana jeans pensil,CELANA PANJANG JEANS PRIA STRETCH,Varian: biowash - 32,Tidak ada gambar,L000009.jpg,2,Negative,0.0
P000266,2025-02-01,T***S,"Bahannya tipis banget, bikin gerah.",bahan tipis banget bikin gerah,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - XXL,Tidak ada gambar,P000266.jpg,1,Negative,0.0
AR000073,2024-01-01,A***9,Pesan nya ukuran XL yg dikirim a kuruan XXL klau GX ukuran jgn dikirim lh,pesan nya ukur kirim kuruan xxl klau ukur jgn kirim,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam XL - allsize,Tidak ada gambar,AR000073.jpg,1,Negative,0.0
AF000338,2024-01-01,D***I,nice service jadi langganan,nice service langgan,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AF000338.jpg,5,Positive,1.0
B000004,2025-02-22,M***o,Saya itu mintak putih sama coksu knp di kirim coksu semua mutif sama lagi.. Nyesel dh blnja di sini gk amang,mintak putih coksu knp kirim coksu mutif nyesel blnja amang,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: COKSU ENJOY TIME - S,Tidak ada gambar,B000004.jpg,1,Negative,0.0
I000026,2024-01-01,I***a,tipis,tipis,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: M - Military Green,Tidak ada gambar,I000026.jpg,1,Negative,0.0
C000410,2025-03-08,I***i,Bahan tipiss,bahan tipiss,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Olive - S,Tidak ada gambar,C000410.jpg,1,Negative,0.0
AG000367,2025-03-08,P***x,Bagus,bagus,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XL ( LD 110-130Cm ),Tidak ada gambar,AG000367.jpg,5,Positive,1.0
AY000005,2025-03-11,M***e,Kya gini jelek bngt GK sesuai deskripsi Lebel juga ga ada Kya brang vkas,kya gin jelek bngt sesuai deskripsi lebel kya brang vkas,DRESS JEANS ANAK TERBARU USIA 1 - 7 TAHUN,Varian: DRESS POLOS - S,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AY000005.jpg,1,Negative,0.0
AH000322,2025-01-01,k***9,Bajunya bagus banget aku suka,baju bagus banget suka,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 27,Tidak ada gambar,AH000322.jpg,5,Positive,1.0
AG000171,2025-03-12,D***w,Bagus kaosnya nyaman,bagus kaos nyaman,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XXL ( 120-140Cm ),Tidak ada gambar,AG000171.jpg,5,Positive,1.0
P000151,2025-03-01,G***v,"Kualitas produk: D,liat dari gmbarnya bagus bajunya bgtu dtng tipis bnggt suamiku gc suka snggt2 kecewa",kualitas produk dliat gmbarnya bagus baju bgtu dtng tipis bnggt suami suka snggt kecewa,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - L,Tidak ada gambar,P000151.jpg,1,Negative,0.0
C000355,2025-03-08,L***m,bagusss sengaja ngambil size xxl buar ovz bangeddddf,bagusss sengaja ngambil size xxl buar ovz bangeddddf,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Black - XXL,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",C000355.jpg,5,Positive,1.0
AT000089,2025-02-01,l***s,Aku pesannya putih yg datang coklat kecewaaaaa,pesan putih coklat kecewaaaaa,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BD Hitam,Tidak ada gambar,AT000089.jpg,1,Negative,0.0
AW000126,2025-01-01,i***h,Kekecilan,kecil,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: mocca - 15 tahun,Tidak ada gambar,AW000126.jpg,1,Negative,0.0
M000372,2025-01-01,a****,Good,good,4 Pcs 100 Ribu | Kaos Pocket Saku MBN Pria Wanita | Kaos Polos | Kaos Lengan Pendek Santai,Varian: 4 PCS WARNA RANDOM - L,Tidak ada gambar,M000372.jpg,5,Positive,1.0
O000189,2025-03-08,Q***l,Biarkan bintang yang berbicara,biar bintang bicara,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Broken White,Tidak ada gambar,O000189.jpg,5,Positive,1.0
AT000087,2025-02-01,N***h,Kecewa parah sih lain motif yang dipesan lain yang dikirim PO nya lama banget,kecewa parah sih motif pes kirim nya banget,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BM Abu,Tidak ada gambar,AT000087.jpg,1,Negative,0.0
P000150,2025-03-01,Z***d,Kurang memuaskan,muas,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - XXL,Tidak ada gambar,P000150.jpg,1,Negative,0.0
E000051,2024-01-01,P***i,Produk tidak sesuai,produk sesuai,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000051.jpg,1,Negative,0.0
L000145,2024-04-01,john,keren ini toko barang cepet smp n sesuai diskripsi,keren toko barang cepet smp sesuai skripsi,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 32,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/4/8/44ca3131-4334-4a01-9842-8dbfb4188f4a.jpg.webp?ect=4g,L000145.jpg,5,Positive,1.0
AE000228,2024-04-01,Ary,Ukurannya pas Tinggi badan 160 - 170 cm,ukur pas badan,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000228.jpg,5,Positive,1.0
N000016,2025-03-01,J***x,tipis nerawang kecewa ngak sesuai live,tipis nerawang kecewa ngak sesuai live,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Putih - All Size,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/44dc7c13e19e4e468b95099a64813d9e.webp?ect=4g,N000016.jpg,1,Negative,0.0
P000146,2025-03-01,B***w,Broo jngan beli barang ini gw udh beli datangnya kek baju kaos broo mana jelek lg,broo jngan beli barang udh beli datang kek baju kaos broo jelek,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - XL,Tidak ada gambar,P000146.jpg,1,Negative,0.0
AJ000246,2025-03-08,M***l,Bagusssss sesuai dengan pesanan👍👍,bagusssss sesuai pesan,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Denim - L (LD 105cm),Tidak ada gambar,AJ000246.jpg,5,Positive,1.0
AA000031,2024-01-01,R***g,setelah dicek ini yg di kirim celana pendek bukan panjang....,cek kirim celana pendek,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 30,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/11/6/0636cce0-2749-40b5-878c-eb21f9e0af88.jpg.webp?ect=4g,AA000031.jpg,1,Negative,0.0
C000478,2025-03-08,E***r,Sanagt memuaskan,sanagt muas,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Broken White - M,Tidak ada gambar,C000478.jpg,5,Positive,1.0
R000001,2025-03-08,R***y,Good,good,Jaket Bomber Ribsgold Series,Varian: BomberNavy - M,Tidak ada gambar,R000001.jpg,5,Positive,1.0
P000254,2025-02-01,I***m,Tidak direkomendasikan. Kainnya sangat-sangat tipis,rekomendasi kain sangatsangat tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b61fb48248bc4d2d8027ecd3da2823d1~.webp?ect=4g,P000254.jpg,1,Negative,0.0
G000423,2024-01-01,Shohib,Barang bagus sesuai deskripsi dan respon penjual cepat,barang bagus sesuai deskripsi respon jual cepat,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Abu Muda - 30,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/2/21/18bfe19c-d7cf-4913-a9c9-faff87f068ba.jpg.webp?ect=4g,G000423.jpg,5,Positive,1.0
AD000478,2024-01-01,Gugun,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AD000478.jpg,5,Positive,1.0
P000021,2025-03-13,A***v,Tipis kak,tipis kak,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - L,Tidak ada gambar,P000021.jpg,2,Negative,0.0
J000017,2024-01-01,Sukesih,Bahannya kasar kayak kaos partai,bahan kasar kayak kaos partai,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: White - XXL,Tidak ada gambar,J000017.jpg,1,Negative,0.0
AU000006,2025-03-11,J***e,"Pesen 1 tulisan kk nya 1 adk nya,, malah di kirim adk nya semua hemmm🤦‍♀️
Mau tuker males banget, maaf ya saya kasih bintang 2.",sen tulis nya adk nya kirim adk nya hemmm tuker males banget maaf kasih bintang,Kaos Anak Motif Adek dan Kakak untuk usia 1-12 Tahun Laki-laki dan perempuan,Varian: AK 07 - 2-4 Tahun (L),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AU000006.jpg,2,Negative,0.0
AY000019,2025-02-01,T***h,Bagus tp mengecewakan yg bener aja panjang baju size s sama m kk busa sama 50cm.pdhl di deskripsi size m panjang baju 60cm,bagus kecewa bener aja baju size busa cmpdhl deskripsi size baju,DRESS JEANS ANAK TERBARU USIA 1 - 7 TAHUN,Varian: DRESS LENGAN PUTIH - M,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AY000019.jpg,2,Negative,0.0
S000374,2024-01-01,andreas,"Mantapp jaketnya, dngan harga sgtu kualitasnya mantap",mantapp jaket dngan harga sgtu kualitas mantap,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Caramel - M,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,S000374.jpg,5,Positive,1.0
AA000283,2024-10-01,Aji,mantabs,mantabs,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/10/1/1241d6dc-cf84-4fa4-9c47-e7615f38747a.jpg.webp?ect=4g,AA000283.jpg,5,Positive,1.0
AS000004,2025-01-01,y***s,warna y tidak sesuai,warna sesuai,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: BRONZE,Tidak ada gambar,AS000004.jpg,1,Negative,0.0
Z000037,2024-01-01,K***l,Bahannya tipis kerah nya jelek karetnya,bahan tipis kerah nya jelek karet,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: XL - Hitam,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/12/8/d46f30d6-87c3-45b7-85d8-963930eabc02.jpg.webp?ect=4g,Z000037.jpg,1,Negative,0.0
G000075,2025-01-01,Razzaq,"barang berkualitas, fast respond, dan pengiriman cepat
bahannya halus, fit di kaki",barang kualitas fast respond kirim cepat bahan halus fit kaki,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 28,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,G000075.jpg,5,Positive,1.0
K000328,2024-01-01,D***h,"Respon cepat, pengiriman cepat",respon cepat kirim cepat,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Hitam - Fit to L,Tidak ada gambar,K000328.jpg,5,Positive,1.0
E000047,2024-01-01,T***,Mengecewakan,kecewa,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000047.jpg,2,Negative,0.0
R000329,2024-01-01,Jerri,Bahannya bagus Nyaman dipakai 👍 Ukurannya sesuai Proses pesanan cepat Packaging rapi,bahan bagus nyaman pakai ukur sesuai proses pesan cepat packaging rapi,Jaket Bomber Ribsgold Series,Varian: BomberNavy - XL,Tidak ada gambar,R000329.jpg,5,Positive,1.0
T000105,2024-01-01,T***a,Bahannya bagus. Nyaman dipakai 👍.,bahan bagus nyaman pakai,"jaket bomber premium,jaket pria",Varian: hijau army - L,Tidak ada gambar,T000105.jpg,5,Positive,1.0
F000040,2024-07-01,a***i,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg,ukur pas badan berat badan,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Navy - XL,Tidak ada gambar,F000040.jpg,5,Positive,1.0
AV000058,2025-02-01,L***l,Barangnya tipis.. Banget... Kasar. .,barang tipis banget kasar,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 11 - L 4-5 tahun,Tidak ada gambar,AV000058.jpg,1,Negative,0.0
S000234,2024-01-01,A***a,"Kualitas produk oke, bahan nya bagus, harga terjangkau, pengiriman lancar, packing rapi, mantap dah pokoknya, recommended seller",kualitas produk oke bahan nya bagus harga jangkau kirim lancar packing rapi mantap dah pokok recommended seller,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Brown - XXL,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",S000234.jpg,5,Positive,1.0
R000058,2024-05-01,R***u,parah ini sih.,parah sih,Jaket Bomber Ribsgold Series,Varian: BomberBlack - L,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/5/17/acafe562-463a-4cf3-bd91-95c1da70e116.jpg.webp?ect=4g,R000058.jpg,2,Negative,0.0
N000049,2025-03-14,G***h,Bagus bahannya tp di baguan leher terlalu sempit,bagus bahan baguan leher sempit,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - Jumbo XL,Tidak ada gambar,N000049.jpg,5,Positive,1.0
AZ000172,2025-02-22,M***2,"Bahan: Tdk bagus
Bentuk dan ukuran: Tdk sesuai",bahan tdk bagus bentuk ukur tdk sesuai,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Choco - XL,Tidak ada gambar,AZ000172.jpg,2,Negative,0.0
P000235,2025-02-01,A***h,"Warna milo nya ko kaya fink²nya GT ya.a
Harusnya kan warna milo coklat muda²gt
Suami AQ GK mau pake warna nya kaya buat cewek 😭😭",warna milo nya kaya finknya yaa warna milo coklat mudagt suami pake warna nya kaya cewek,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - XXL,Tidak ada gambar,P000235.jpg,1,Negative,0.0
F000037,2024-01-01,Farid,Barang bagus tapi seller ngotak!!,barang bagus seller ngotak,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Hijau Botol,Tidak ada gambar,F000037.jpg,2,Negative,0.0
O000105,2025-03-12,P***f,Bgus bgt love deh,bgus bgt love deh,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond,Tidak ada gambar,O000105.jpg,5,Positive,1.0
S000129,2024-01-01,Yoseph,Ukurannya pas,ukur pas,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Piter khakis - M,Tidak ada gambar,S000129.jpg,5,Positive,1.0
A000356,2024-01-01,Venny,"bahan halus, lembut, adem, harga terjangkau",bahan halus lembut adem harga jangkau,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/10/28/6193d6b4-f88c-48d3-92da-2fcaef626802.jpg.webp?ect=4g,A000356.jpg,5,Positive,1.0
AB000072,2024-12-01,Yoga,"Bahan oke, quality juga oke 🔥",bahan oke quality oke,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AB000072.jpg,5,Positive,1.0
P000059,2025-03-09,O***i,Bahan sangat tipissss,bahan tipissss,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - M,Tidak ada gambar,P000059.jpg,1,Negative,0.0
AN000030,2025-02-01,R***a,naik turun benangnya sm bahan balapan,turun benang bahan balap,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Marun - L,Tidak ada gambar,AN000030.jpg,1,Negative,0.0
AQ000044,2024-08-01,M***a,kurirnya menyebalkan.,kurir sebal,JUMPSUIT / OVERALL LIVE KODE A (1-100),Varian: KODE A12,Tidak ada gambar,AQ000044.jpg,2,Negative,0.0
L000376,2024-01-01,Denny,"bahannya bagus, enak di pakai juga Ukurannya pas",bahan bagus enak pakai ukur pas,CELANA PANJANG JEANS PRIA STRETCH,Varian: Hitam - 32,Tidak ada gambar,L000376.jpg,5,Positive,1.0
I000333,2024-01-01,Jubaedi,Ukurannya pas,ukur pas,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - S,Tidak ada gambar,I000333.jpg,5,Positive,1.0
AZ000192,2025-02-01,A***h,Jahitan tidak rapi...jahitan kancing jg TDK rapi....ini BKN dusty pink tapi peach,jahit rapijahitan kancing tdk rapiini bkn dusty pink peach,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Dusty - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/a94ed142b60b4a9c82dcf706d8c15510~.webp?ect=4g,AZ000192.jpg,1,Negative,0.0
J000326,2024-01-01,M***H,Bahan bagus.. sayang XL nya size eropa.. jadi besar banget,bahan bagus sayang nya size eropa banget,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: XL - Navy,Tidak ada gambar,J000326.jpg,4,Positive,1.0
Y000148,2025-01-01,w***n,"bagus ukuran nya juga pas dan sesuai dengan pesanan,, pokoknya the best sihh👍",bagus ukur nya pas sesuai pesan pokok the best sihh,House Of Smith Lpl Misty #26 - Sweater Hoodie Casual Pria Fleece,Varian: L,Tidak ada gambar,Y000148.jpg,4,Positive,1.0
